ID	CARD|ARO Accession	CARD|CVTERM ID	CARD|Model Sequence ID	CARD|Model ID	CARD|Model Name	CARD|ARO Name	CARD|Protein Accession	CARD|DNA Accession	CARD|AMR Gene Family	CARD|Drug Class	CARD|Resistance Mechanism	RES|Gene_accession no.	RES|Class	RES|Phenotype	RES|PMID	RES|Mechanism of resistance	RES|Notes	RES|Required_gene
CardRes_00075	ARO:3002233	38633	2048	85	IMP-42	IMP-42	BAM62793.1	AB753456	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaIMP-42_1_AB753456	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	Unpublished	Enzymatic inactivation	Subclass B1	nan
CardRes_00076	ARO:3000965	37345	923	86	TEM-102	TEM-102	AAK82652.1	AY040093	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-102_1_AY040093	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00077	ARO:3000979	37359	5504	87	TEM-116	TEM-116	AAB39956.1	U36911.1	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-116_1_AY425988	Beta-lactam	"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"	"15243036, 8825372"	Enzymatic inactivation	Class A	nan
CardRes_00078	ARO:3002066	38466	1116	88	CMY-55	CMY-55	ADK55605.1	HM544040	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-55_1_HM544040	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_00079	ARO:3002955	39389	3278	89	vanYA	vanYA	AAA65958.1	M97297	glycopeptide resistance gene cluster;vanY	glycopeptide antibiotic	antibiotic target alteration							
CardRes_00080	ARO:3000508	36647	5417	91	gadX	gadX	BAE77778.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux							
CardRes_00081	ARO:3001904	38304	1742	92	CTX-M-42	CTX-M-42	AAY84742.1	DQ061159	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-42_1_DQ061159	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00082	ARO:3001154	37534	1941	93	SHV-105	SHV-105	ACI22621.1	FJ194944	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-105_1_FJ194944	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	19075050	Enzymatic inactivation	Class A	nan
CardRes_00083	ARO:3002092	38492	1897	94	CMY-79	CMY-79	AFK73446.1	JQ733576	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-79_1_JQ733576	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_00084	ARO:3002067	38467	1196	95	CMY-56	CMY-56	ADT91162.1	HQ322613	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-56_1_HQ322613	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;;;	nan
CardRes_00085	ARO:3003149	39726	1216	96	OXA-426	OXA-426	AJA32744.1	KM588354	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-426_1_KM588354	Beta-lactam	Unknown	25487793	Enzymatic inactivation	Class D;OXA-51-like;Natural in Acinetobacter baumannii;;	nan
CardRes_00086	ARO:3002966	39400	39	97	vanXYC	vanXYC	AAF61331.1	AF162694	glycopeptide resistance gene cluster;vanXY	glycopeptide antibiotic	antibiotic target alteration							
CardRes_00087	ARO:3002059	38459	1896	98	CMY-48	CMY-48	ADP02979.1	HM569226	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-48_1_HM569226	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class C;CMY-2-like;Natural in Citrobacter freundii;;	nan
CardRes_00088	ARO:3002753	39187	715	99	QnrB38	QnrB38	AEL00461.1	JN173060	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection	qnrB38_1_JN173060	Quinolone	Ciprofloxacin 	21844311	Target protection	nan	nan
CardRes_00089	ARO:3000972	37352	1397	101	TEM-109	TEM-109	AAT46413.1	AY628175	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-109_1_AY628175	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	"16251281, 16189109"	Enzymatic inactivation	Class A	nan
CardRes_00090	ARO:3003203	39787	4456	102	TLA-2	TLA-2	CAG27800.1	AJ698325.1	TLA beta-lactamase	cephalosporin;fluoroquinolone antibiotic;monobactam	antibiotic inactivation							
CardRes_00091	ARO:3001071	37451	1470	103	SHV-12	SHV-12	CAI76927.1	AJ920369	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation							
CardRes_00092	ARO:3001773	38173	1464	104	OXA-61	OXA-61	AAT01092.1	AY587956	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-61_1_AY587956	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid"	15917560	Enzymatic inactivation	Class D;OXA-61-like;Natural in Campylobacter coli;;	nan
CardRes_00093	ARO:3002243	38643	1585	105	CARB-4	CARB-4	AAC09012.1	U14749	CARB beta-lactamase	penam	antibiotic inactivation	blaCARB-4_1_FJ785525	Beta-lactam	"Ampicillin, Amoxicillin, Piperacillin"	19917745	Enzymatic inactivation	Class A	nan
CardRes_00094	ARO:3002681	39115	386	106	catB9	catB9	AAL68645.1	AF462019	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	catB9_1_AF462019	Phenicol	Chloramphenicol	11952913	Enzymatic inactivation	Chloramphenicol acetyltransferase	nan
CardRes_00095	ARO:3000912	37292	1403	107	TEM-43	TEM-43	AAC32889.2	U95363	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-43_1_U95363	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	9661002	Enzymatic inactivation	Class A	nan
CardRes_00096	ARO:3002507	38907	1940	108	PDC-8	PDC-8	ACQ82813.1	FJ666071	PDC beta-lactamase	carbapenem;cephalosporin;monobactam	antibiotic inactivation							
CardRes_00097	ARO:3000326	36465	384	109	ErmE	ErmE	CAB60001.1	X51891	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic	antibiotic target alteration	erm(E)_1_X51891	"Macrolide, Lincosamide, Streptogramin B"	"Erythromycin, Lincomycin, Clindamycin, Quinupristin, Pristinamycin IA, Virginiamycin S"	2335200	Target modification	"23S rRNA methylase; Azithromycin, Spiramycin resistance in Staphylococcus sp. and Streptococcus sp.; If inducible phenotype, patterns of spiramycin, lincomycin and clindamycin resistance may vary"	nan
CardRes_00098	ARO:3002565	38965	27	110	AAC(6')-Iu	AAC(6')-Iu	AAD03493.1	AF031329	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	aac(6')-Iu_1_AF031329	Aminoglycoside	"Amikacin, Tobramycin"	10188279	Enzymatic modification	Chromosomal in Acinetobacter	nan
CardRes_00099	ARO:3003209	39793	4457	112	FosA5	FosA5	AJE60855.1	KP143090.1	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation	fosA5_1_EU195449	Fosfomycin	Fosfomycin	18812424	Enzymatic inactivation	nan	nan
CardRes_00100	ARO:3002375	38775	1576	113	VEB-5	VEB-5	ABN80430.1	EF420108	VEB beta-lactamase	cephalosporin;monobactam	antibiotic inactivation	blaVEB-5_1_EF420108	Beta-lactam	nan	unpublished	Enzymatic inactivation	nan	nan
CardRes_00101	ARO:3003012	39446	491	114	dfrA13	dfrA13	CAA90683.1	Z50802	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrA13_1_Z50802 	Folate pathway antagonist	Trimethoprim	10639362	nan	nan	nan
CardRes_00102	ARO:3000954	37334	1575	115	TEM-87	TEM-87	AAG44570.1	AF250872	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-87_1_AF250872	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	11850290	Enzymatic inactivation	Class A	nan
CardRes_00103	ARO:3002733	39167	424	116	QnrB18	QnrB18	CAP45903.1	AM919399	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection							
CardRes_00104	ARO:3002488	38888	4459	118	LRA-9	LRA-9	ACH58989.1	EU408350.1	subclass B3 LRA beta-lactamase	cephalosporin;penam	antibiotic inactivation							
CardRes_00105	ARO:3002282	38682	934	119	VIM-12	VIM-12	AAZ73123.1	DQ143913	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaVIM-12_1_DQ143913	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	16304191	Enzymatic inactivation	Subclass B1	nan
CardRes_00106	ARO:3002604	39004	408	120	aadA4	aadA4	AAN34365.1	AY138986	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation							
CardRes_00107	ARO:3000796	37176	286	121	mdtF	mdtF	AAC76539.1	U00096	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux							
CardRes_00108	ARO:3002304	38704	1408	122	VIM-34	VIM-34	AFN88953.1	JX013656	VIM beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaVIM-34_1_JX013656 	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	23934739	Enzymatic inactivation	Subclass B1	nan
CardRes_00109	ARO:3001119	37499	992	123	SHV-64	SHV-64	ABA06586.1	DQ174304	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-64_1_DQ174304	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00110	ARO:3002263	38663	1261	124	IND-7	IND-7	BAJ05825.1	AB529520	IND beta-lactamase	carbapenem	antibiotic inactivation	blaIND-7_1_AB529520	Beta-lactam	"Amoxicillin, Ampicillin, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem"	20305272	Enzymatic inactivation	Chromosomal metallo beta-lactamase	nan
CardRes_00111	ARO:3001364	37764	2124	125	SHV-182	SHV-182	AJO16042.1	KP050489	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-182_1_KP050489	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00112	ARO:3001045	37425	1647	126	TEM-183	TEM-183	ADR71220.1	HQ529916	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-183_1_HQ529916	Beta-lactam	"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin"	21752977	Enzymatic inactivation	Class A	nan
CardRes_00113	ARO:3002815	39249	5410	127	clbB	clbB	BAH45481.1	AP008955.1	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic	antibiotic target alteration							
CardRes_00114	ARO:3002828	39262	189	128	srmB	srmB	CAA45050.1	X63451	ABC-F ATP-binding cassette ribosomal protection protein	lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic target protection	srm(B)_1_X63451	Macrolide	Spiramycin	"1508047, 27006457"	Target protection	ABC transporter	nan
CardRes_00115	ARO:3000198	36337	3611	129	FosX	FosX	CWV56762.1	FFFO01000009.1	fosfomycin thiol transferase	fosfomycin	antibiotic inactivation							
CardRes_00116	ARO:3001972	38372	1818	130	CTX-M-112	CTX-M-112	AEM44652.1	JF274246	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-112_1_JF274246	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	21859815	Enzymatic inactivation	Class A	nan
CardRes_00117	ARO:3001912	38312	1169	131	CTX-M-50	CTX-M-50	AAV97955.1	AY847146	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	blaCTX-M-50_1_AY847146	Beta-lactam	"Amoxicillin, Ampicillin, Aztreonam, Cefepime, Cefotaxime, Ceftazidime, Ceftriaxone, Piperacillin, Ticarcillin"	"16082008, 16333139"	Enzymatic inactivation	Class A	nan
CardRes_00118	ARO:3001057	37437	1571	132	TEM-198	TEM-198	BAL68178.1	AB700703	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-198_1_AB700703	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00119	ARO:3002853	39287	682	133	arr-8	arr-8	AGC29882.1	KC199968	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation	ARR-8_1_KC199968	Rifampicin	Rifampicin	23752512	Ribosylation	nan	nan
CardRes_00120	ARO:3002883	39317	4461	134	rgt1438	rgt1438	AFO53532.1	JX028276.1	rifampin glycosyltransferase	rifamycin antibiotic	antibiotic inactivation							
CardRes_00121	ARO:3002383	38783	1642	135	SME-5	SME-5	AHV85514.1	KJ188748	SME beta-lactamase	carbapenem	antibiotic inactivation							
CardRes_00122	ARO:3002020	38420	1363	136	CMY-9	CMY-9	BAB72158.1	AB061794	CMY beta-lactamase	cephamycin	antibiotic inactivation	blaCMY-9_1_AB061794	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefotaxime, Cefoxitin, Ceftazidime, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	12121914	Enzymatic inactivation	Class C;MOX-1-like;;;	nan
CardRes_00123	ARO:3002634	39034	18	137	APH(2'')-Ie	APH(2'')-Ie	AAX38178.1	AY939911	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation	aph(2'')-Ie_1_AY743255	Aminoglycoside	"Amikacin, Gentamicin, Tobramycin, Spectinomycin"	16201926	Enzymatic modification	nan	nan
CardRes_00124	ARO:3002690	39124	755	138	cml	Streptomyces lividans cmlR	CAA42594.1	X59968	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux							
CardRes_00125	ARO:3002724	39158	88	139	QnrB10	QnrB10	ABG56269.1	DQ631414	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection							
CardRes_00126	ARO:3002595	38995	497	140	AAC(6')-IIb	AAC(6')-IIb	AAA25680.1	L06163	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	aac(6')-IIb_1_L06163	Aminoglycoside	"Tobramycin,Dibekacin,Gentamicin,Sisomicin,Netilmicin"	unpublished	Enzymatic modification	nan	nan
CardRes_00127	ARO:3002921	39355	3453	141	vanRB	vanRB	AAB05622.1	U35369	glycopeptide resistance gene cluster;vanR	glycopeptide antibiotic	antibiotic target alteration							
CardRes_00128	ARO:3003103	39669	6071	143	cphA7	cphA7	AAP69915.1	AY227053.1	CphA beta-lactamase	carbapenem	antibiotic inactivation	cphA7_1_AY227053	Beta-lactam	unknown	unpublished	Enzymatic inactivation	Chromosomal	nan
CardRes_00129	ARO:3002203	38603	1824	144	IMP-12	IMP-12	CAD12765.1	AJ420864	IMP beta-lactamase	carbapenem;cephalosporin;cephamycin;penam;penem	antibiotic inactivation	blaIMP-12_1_AJ420864	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Cefepime, Cefixime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam"	12709317	Enzymatic inactivation	Subclass B1	nan
CardRes_00130	ARO:3001692	38092	804	145	OXA-229	OXA-229	AFM55000.1	JQ422052	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-229_1_JQ422052	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid"	22508298	Enzymatic inactivation	Class D;OXA-228-like;Natural in Acinetobacter bereziniae;;	nan
CardRes_00131	ARO:3001646	38046	1769	146	OXA-98	OXA-98	CAK50801.1	AM279652	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation							
CardRes_00132	ARO:3001422	37822	4236	147	OXA-27	OXA-27	AAG35609.2	AF201828.2	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-27_1_AF201828	Beta-lactam	Unknown	11158758	Enzymatic inactivation	Class D;OXA-23-like;;;	nan
CardRes_00133	ARO:3001144	37524	1793	148	SHV-92	SHV-92	ABH04327.1	DQ836922	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-92_1_DQ836922	Beta-lactam	Unknown	18029415	Enzymatic inactivation	Class A	nan
CardRes_00134	ARO:3002612	39012	57	149	aadA12	aadA12	ACJ47200.1	FJ381668	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation	aadA12_1_AY665771	Aminoglycoside	"Spectinomycin,Streptomycin"	unpublished	Enzymatic modification	nan	nan
CardRes_00135	ARO:3002676	39110	5450	150	catB3	catB3	AFQ93498.1	JX101693.1	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation	catB3_2_U13880	Phenicol	Chloramphenicol	7793874	Enzymatic inactivation	Chloramphenicol acetyltransferase	nan
CardRes_00136	ARO:3002432	38832	1200	151	OKP-A-15	OKP-A-15	ACN65419.1	FJ755841	OKP beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOKP-A-15_1_FJ755841	Beta-lactam	unknown	21035968	Enzymatic inactivation	Chromosomal	nan
CardRes_00137	ARO:3000830	37210	5407	152	cpxA	cpxA	BAB38260.1	BA000007.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;aminoglycoside antibiotic	antibiotic efflux							
CardRes_00138	ARO:3000777	37157	4252	153	adeF	adeF	CAJ77856.1	CT025801.2	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;tetracycline antibiotic	antibiotic efflux							
CardRes_00139	ARO:3000815	37195	5404	154	mgrA	mgrA	BAB41874.1	BA000018.3	ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump	acridine dye;cephalosporin;fluoroquinolone antibiotic;penam;peptide antibiotic;tetracycline antibiotic	antibiotic efflux							
CardRes_00140	ARO:3001055	37435	1402	155	TEM-195	TEM-195	AFC75525.1	JN935137	TEM beta-lactamase	cephalosporin;monobactam;penam;penem	antibiotic inactivation	blaTEM-195_1_JN935137	Beta-lactam	Unknown	Unpublished	Enzymatic inactivation	Class A	nan
CardRes_00141	ARO:3002574	38974	672	156	AAC(6')-Iaf	AAC(6')-Iaf	BAH66386.1	AB462903	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation	aac(6')-Iaf_1_AB462903	Aminoglycoside	"Tobramycin,Dibekacin,Amikacin,Sisomicin,Netilmicin"	19349516	Enzymatic modification	Alternative name aacA41	nan
CardRes_00142	ARO:3003017	39451	383	157	dfrA21	dfrA21	CAP69659.1	AM932669	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrA21_1_AY552589	Folate pathway antagonist	Trimethoprim	15750057	nan	nan	nan
CardRes_00143	ARO:3001300	37699	204	158	myrA	myrA	BAA03674.1	D16099	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic	antibiotic target alteration							
CardRes_00144	ARO:3002830	39264	412	159	vgaALC	vgaALC	ABH10964.1	DQ823382	ABC-F ATP-binding cassette ribosomal protection protein	lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic	antibiotic target protection	vga(A)LC_2_DQ823382	"Lincosamide, Streptogramin A, Pleuromutilin"	"Clindamycin, Dalfopristin, Pristinamycin IIA, Virginiamycin M, Tiamulin"	"17015629, 27006457"	Target protection	ABC transporter	nan
CardRes_00145	ARO:3001677	38077	1374	160	OXA-236	OXA-236	AFH36332.1	JQ820242	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-236_1_JQ820242	Beta-lactam	Unknown	23439638	Enzymatic inactivation	Class D;OXA-134-like;;;	nan
CardRes_00146	ARO:3001112	37492	1639	161	SHV-56	SHV-56	ACB73258.1	EU586041	SHV beta-lactamase	carbapenem;cephalosporin;penam	antibiotic inactivation	blaSHV-56_1_EU586041	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	18663019	Enzymatic inactivation	Class A	nan
CardRes_00147	ARO:3002318	38718	1870	162	KPC-8	KPC-8	ACI95258.1	FJ234412	KPC beta-lactamase	carbapenem;cephalosporin;monobactam;penam	antibiotic inactivation	blaKPC-8_1_FJ234412	Beta-lactam	"Amoxicillin, Amoxicillin+Clavulanic acid, Ampicillin, Ampicillin+Clavulanic acid, Aztreonam, Cefepime, Cefotaxime, Cefoxitin, Ceftazidime, Ertapenem, Imipenem, Meropenem, Piperacillin, Piperacillin+Tazobactam, Ticarcillin, Ticarcillin+Clavulanic acid"	Unpublished	Enzymatic inactivation	Class A;Group 2f;	nan
CardRes_00148	ARO:3001562	37962	1534	163	OXA-376	OXA-376	AHL30276.1	KF986257	OXA beta-lactamase	cephalosporin;penam	antibiotic inactivation	blaOXA-376_1_KF986257	Beta-lactam	Unknown	28925528	Enzymatic inactivation	Class D;OXA-51-like;Natural in Acinetobacter baumannii;;ISAba1 insertion into the promoter region is required for carbapenem resistance	nan
